,dataset_index,machine,shot
532,12436,east,67378
533,10333,east,63212
534,18434,east,80489
535,7955,east,55332
536,10262,east,62887
537,11452,east,64964
538,14565,east,71582
539,17713,east,79112
540,12873,east,68454
541,14853,east,72690
542,10487,east,63492
543,11457,east,64970
544,16173,east,74846
545,12802,east,67899
546,15188,east,73176
547,7819,east,55030
548,17994,east,79722
549,9624,east,61818
550,11501,east,65024
551,10209,east,62813
552,18687,east,80917
553,18645,east,80809
554,14784,east,72413
555,17998,east,79730
556,16912,east,76946
557,15840,east,74293
558,10263,east,62888
559,10317,east,63095
560,17584,east,78826
561,16674,east,75538
562,9802,east,62282
563,18850,east,81191
564,8811,east,56827
565,9884,east,62391
566,15207,east,73220
567,15381,east,73513
568,8379,east,56035
569,17888,east,79527
570,13897,east,70499
571,14499,east,71497
572,11597,east,65601
573,18158,east,79978
574,18295,east,80257
575,13778,east,70355
576,8204,east,55731
577,14086,east,70873
578,10129,east,62715
579,14452,east,71438
580,10770,east,63907
581,10449,east,63433
582,9836,east,62332
583,10104,east,62683
584,10077,east,62641
585,9968,east,62501
586,11285,east,64703
587,13039,east,68913
588,9908,east,62427
589,10894,east,64132
590,18151,east,79971
591,14816,east,72610
592,13055,east,68938
593,18593,east,80738
594,10356,east,63260
595,8717,east,56694
596,11645,east,65833
597,11396,east,64889
598,11067,east,64404
599,14504,east,71506
600,13062,east,68947
601,11151,east,64521
602,13503,east,69819
603,11336,east,64790
604,11395,east,64887
605,13127,east,69093
606,11366,east,64853
607,11984,east,66576
608,14249,east,71092
609,14598,east,71643
610,16510,east,75279
611,11484,east,64999
612,8764,east,56765
613,8674,east,56611
614,18013,east,79746
615,13319,east,69497
616,12395,east,67295
617,15960,east,74521
618,13119,east,69079
619,10707,east,63806
620,16371,east,75096
621,10532,east,63554
622,15838,east,74290
623,12700,east,67738
624,15013,east,72912
625,18517,east,80595
626,17572,east,78801
627,9269,east,59774
628,17378,east,78488
629,8858,east,56911
630,9132,east,57464
631,14444,east,71430
632,15517,east,73734
633,11739,east,66083
634,8798,east,56807
635,17175,east,77517
636,17597,east,78842
637,13659,east,70102
638,12960,east,68769
639,8727,east,56708
640,12425,east,67338
641,8018,east,55459
642,11894,east,66458
643,17042,east,77246
644,14857,east,72694
645,16129,east,74759
646,18249,east,80167
647,13690,east,70157
648,11379,east,64869
649,19184,east,81683
650,13761,east,70248
651,14821,east,72620
652,17432,east,78593
653,9997,east,62544
654,8790,east,56794
655,10632,east,63705
656,9332,east,60067
657,11797,east,66297
658,9795,east,62274
659,8724,east,56701
660,14861,east,72698
661,14877,east,72727
662,10255,east,62878
663,14980,east,72864
664,8795,east,56800
665,12737,east,67798
666,8860,east,56913
667,10799,east,63957
668,10323,east,63147
669,13240,east,69269
670,10522,east,63540
671,10477,east,63478
672,15026,east,72936
673,16093,east,74709
674,14840,east,72649
675,11433,east,64941
676,13317,east,69491
677,17576,east,78813
678,10956,east,64253
679,10008,east,62558
680,11383,east,64874
681,13348,east,69563
682,11752,east,66102
683,15011,east,72910
684,18362,east,80371
685,8378,east,56034
686,17605,east,78853
687,18877,east,81230
688,16598,east,75425
689,14182,east,71003
690,15424,east,73591
691,14197,east,71020
692,18542,east,80662
693,10327,east,63195
694,10161,east,62760
695,18657,east,80831
696,13687,east,70152
697,17562,east,78779
698,13090,east,69016
699,12282,east,67129
700,12681,east,67708
701,12019,east,66613
702,18523,east,80607
703,15790,east,74138
704,10535,east,63557
705,16511,east,75280
706,10703,east,63801
707,11889,east,66452
708,12073,east,66686
709,18274,east,80229
710,14320,east,71199
711,14299,east,71175
712,15473,east,73668
713,16871,east,76881
714,17297,east,77704
715,17178,east,77520
716,18938,east,81305
717,9506,east,61429
718,12560,east,67544
719,18289,east,80248
720,11428,east,64936
721,9619,east,61802
722,9543,east,61516
723,10515,east,63520
724,15295,east,73338
725,9184,east,59355
726,11543,east,65094
727,16019,east,74605
728,9566,east,61586
729,13594,east,70012
730,19077,east,81481
731,18698,east,80933
732,16459,east,75219
733,18646,east,80810
734,15074,east,73027
735,12095,east,66722
736,12382,east,67261
737,10962,east,64259
738,13263,east,69333
739,10546,east,63568
740,8792,east,56797
741,17288,east,77690
742,16708,east,75593
743,10805,east,63967
744,12708,east,67752
745,11085,east,64423
746,14823,east,72622
747,8268,east,55846
748,16237,east,74926
749,8793,east,56798
750,11843,east,66355
751,9825,east,62321
752,14116,east,70921
753,10547,east,63569
754,18829,east,81148
755,17762,east,79248
756,16397,east,75124
757,8079,east,55555
758,17747,east,79219
759,12868,east,68427
760,16554,east,75336
761,17459,east,78626
762,10616,east,63657
763,11976,east,66556
764,14416,east,71387
765,19139,east,81605
766,7992,east,55429
767,15713,east,74031
768,15937,east,74491
769,15039,east,72972
770,9326,east,60058
771,15113,east,73076
772,14191,east,71014
773,9234,east,59618
774,13661,east,70104
775,10393,east,63328
776,17000,east,77172
777,15867,east,74375
778,14231,east,71070
779,9606,east,61709
780,14906,east,72767
781,12431,east,67364
782,8828,east,56859
783,8566,east,56417
784,12909,east,68687
785,15900,east,74433
786,10557,east,63580
787,15858,east,74356
788,17506,east,78706
789,17120,east,77418
790,16574,east,75367
791,18922,east,81286
792,15565,east,73810
793,17516,east,78722
794,13705,east,70173
795,12523,east,67492
796,8239,east,55802
797,13641,east,70078
798,15551,east,73792
799,18983,east,81362
800,15783,east,74131
801,18835,east,81158
802,16604,east,75431
803,18180,east,80056
804,9817,east,62298
805,10298,east,62945
806,10046,east,62599
807,18905,east,81266
808,16825,east,76753
809,18068,east,79834
810,14025,east,70707
811,17965,east,79672
812,18156,east,79976
813,18335,east,80320
814,8518,east,56328
815,12692,east,67729
816,16125,east,74752
817,12154,east,66934
818,16061,east,74662
819,9391,east,60230
820,16161,east,74834
821,9776,east,62255
822,18296,east,80258
823,9217,east,59498
824,14289,east,71151
825,12595,east,67599
826,8479,east,56247
827,14913,east,72777
828,18533,east,80631
829,13352,east,69567
830,13246,east,69300
831,15463,east,73656
832,16323,east,75026
833,14162,east,70978
834,15855,east,74352
835,12424,east,67337
836,12058,east,66663
837,17701,east,79098
838,14647,east,71710
839,8773,east,56775
840,10804,east,63964
841,9248,east,59744
842,11890,east,66453
843,16130,east,74760
844,13749,east,70236
845,10598,east,63638
846,16067,east,74668
847,17017,east,77203
848,8339,east,55983
849,11189,east,64569
850,15761,east,74100
851,12495,east,67457
852,11884,east,66446
853,8662,east,56598
854,12413,east,67323
855,9873,east,62380
856,14573,east,71591
857,9059,east,57350
858,18292,east,80253
859,14903,east,72764
860,13340,east,69554
861,12780,east,67861
862,18431,east,80486
863,17558,east,78775
864,10792,east,63950
865,15282,east,73323
866,8527,east,56340
867,14107,east,70909
868,8647,east,56581
869,15451,east,73643
870,9335,east,60082
871,19096,east,81510
872,10108,east,62688
873,13786,east,70363
874,11225,east,64611
875,10377,east,63305
876,10387,east,63321
877,8251,east,55823
878,10339,east,63227
879,9431,east,61199
880,16040,east,74637
881,18770,east,81059
882,11704,east,65956
883,9994,east,62541
884,15005,east,72901
885,12370,east,67247
886,17248,east,77636
887,12984,east,68833
888,12443,east,67386
889,14908,east,72770
890,18456,east,80518
891,10843,east,64049
892,13744,east,70229
893,16584,east,75390
894,12172,east,66966
895,10998,east,64315
896,10451,east,63435
897,14180,east,70999
898,16364,east,75084
899,15470,east,73663
900,8877,east,56934
901,14476,east,71465
902,13800,east,70378
903,14037,east,70783
904,12039,east,66635
905,11350,east,64814
906,14555,east,71572
907,15206,east,73219
908,19055,east,81455
909,14227,east,71064
910,18650,east,80814
911,13668,east,70118
912,11730,east,66019
913,15507,east,73708
914,13029,east,68891
915,12803,east,67900
916,14904,east,72765
917,15045,east,72989
918,8567,east,56418
919,15963,east,74524
920,12856,east,67971
921,16311,east,75013
922,16692,east,75559
923,9402,east,60248
924,13122,east,69085
925,15918,east,74462
926,14812,east,72606
927,11043,east,64375
928,9444,east,61279
929,12564,east,67548
930,16476,east,75244
931,18551,east,80675
932,11956,east,66532
933,18572,east,80716
934,16767,east,76495
935,15817,east,74187
936,13371,east,69609
937,15760,east,74099
938,10348,east,63248
939,8589,east,56460
940,8461,east,56210
941,9671,east,62084
942,15703,east,73998
943,11973,east,66553
944,11908,east,66473
945,9668,east,62011
946,14345,east,71230
947,11075,east,64412
948,11751,east,66101
949,18564,east,80694
950,14562,east,71579
951,8282,east,55895
952,11903,east,66467
953,13862,east,70461
954,12549,east,67532
955,8545,east,56364
956,15824,east,74195
957,14294,east,71158
958,15304,east,73385
959,16177,east,74850
960,12392,east,67279
961,10518,east,63523
962,11073,east,64410
963,10402,east,63352
964,9301,east,59977
965,9538,east,61506
966,9128,east,57460
967,10633,east,63706
968,11205,east,64587
969,8865,east,56919
970,12409,east,67318
971,13200,east,69205
972,17884,east,79523
973,15878,east,74404
974,11017,east,64335
975,8468,east,56220
976,9463,east,61306
977,8232,east,55795
978,9893,east,62401
979,15685,east,73975
980,14359,east,71245
981,14270,east,71128
982,16045,east,74642
983,13654,east,70095
984,16486,east,75255
985,17623,east,78892
986,13929,east,70554
987,10355,east,63259
988,18808,east,81101
989,11711,east,65977
990,17825,east,79363
991,15010,east,72909
992,12219,east,67047
993,17941,east,79626
994,14007,east,70677
995,14587,east,71630
996,11208,east,64590
997,11115,east,64462
998,9210,east,59485
999,10389,east,63324
1000,12721,east,67775
1001,12641,east,67656
1002,13694,east,70162
1003,10452,east,63436
1004,13640,east,70076
1005,12632,east,67639
1006,18945,east,81314
1007,12483,east,67436
1008,14466,east,71455
1009,13924,east,70544
1010,12229,east,67059
1011,9346,east,60130
1012,18686,east,80916
1013,17806,east,79335
1014,16436,east,75181
1015,12040,east,66636
1016,15576,east,73821
1017,18438,east,80494
1018,18684,east,80914
1019,13487,east,69776
1020,9012,east,57227
1021,12791,east,67884
1022,12880,east,68463
1023,9602,east,61696
1024,17705,east,79103
1025,9290,east,59957
1026,13478,east,69739
1027,10563,east,63586
1028,18006,east,79738
1029,16528,east,75298
1030,16444,east,75194
1031,12021,east,66615
1032,10627,east,63694
1033,11887,east,66449
1034,9496,east,61413
1035,18662,east,80863
1036,12529,east,67499
1037,18286,east,80245
1038,13670,east,70123
1039,11608,east,65627
1040,8699,east,56663
1041,12171,east,66965
1042,9370,east,60195
1043,13679,east,70143
1044,10479,east,63480
1045,16907,east,76938
1046,8624,east,56544
1047,15055,east,73006
1048,8113,east,55603
1049,10082,east,62646
1050,10132,east,62720
1051,11920,east,66487
1052,11401,east,64895
1053,14938,east,72817
1054,8660,east,56596
1055,13591,east,70009
1056,18711,east,80957
1057,16580,east,75386
1058,14869,east,72708
1059,8750,east,56743
1060,11789,east,66199
1061,11612,east,65662
1062,16905,east,76936
1063,11400,east,64894
1064,15087,east,73047
1065,11413,east,64911
1066,15633,east,73898
1067,11064,east,64400
1068,13154,east,69135
1069,13712,east,70180
1070,12848,east,67963
1071,14973,east,72856
1072,12126,east,66763
1073,14592,east,71637
1074,14922,east,72788
1075,8180,east,55692
1076,9830,east,62326
1077,9401,east,60246
1078,9173,east,59341
1079,14363,east,71261
1080,18439,east,80495
1081,10891,east,64129
1082,11880,east,66433
1083,8187,east,55705
1084,8653,east,56587
1085,17386,east,78500
1086,15806,east,74176
1087,17669,east,79013
1088,17424,east,78573
1089,10060,east,62623
1090,12299,east,67146
1091,11731,east,66057
1092,13961,east,70599
1093,14564,east,71581
1094,10156,east,62755
1095,15331,east,73433
1096,13890,east,70492
1097,10058,east,62619
1098,10248,east,62871
1099,18024,east,79778
1100,14785,east,72414
1101,11740,east,66084
1102,18336,east,80321
1103,16920,east,76958
1104,10824,east,64001
1105,13846,east,70445
1106,8391,east,56049
1107,18269,east,80212
1108,16840,east,76839
1109,13790,east,70367
1110,12760,east,67831
1111,10007,east,62557
1112,17890,east,79529
1113,13311,east,69481
1114,15370,east,73502
1115,12740,east,67802
1116,19032,east,81418
1117,16564,east,75354
1118,14046,east,70813
1119,18930,east,81295
1120,12397,east,67297
1121,10197,east,62800
1122,13358,east,69575
1123,11195,east,64575
1124,7820,east,55031
1125,15179,east,73167
1126,18836,east,81161
1127,15373,east,73505
1128,16051,east,74651
1129,17431,east,78589
1130,13505,east,69821
1131,11659,east,65856
1132,11416,east,64914
1133,14328,east,71208
1134,11720,east,65997
1135,9399,east,60243
1136,13307,east,69473
1137,18849,east,81190
1138,18935,east,81300
1139,17564,east,78781
1140,11040,east,64364
1141,14078,east,70851
1142,15712,east,74030
1143,9020,east,57279
1144,16063,east,74664
1145,9383,east,60211
1146,17487,east,78677
1147,13986,east,70632
1148,12568,east,67556
1149,13268,east,69349
1150,11229,east,64618
1151,12072,east,66685
1152,11932,east,66507
1153,16519,east,75289
1154,15704,east,73999
1155,18867,east,81217
1156,9740,east,62203
1157,18028,east,79783
1158,10728,east,63841
1159,17489,east,78680
1160,16819,east,76733
1161,12147,east,66916
1162,11610,east,65631
1163,17105,east,77391
1164,8245,east,55808
1165,14286,east,71146
1166,8663,east,56599
1167,10858,east,64077
1168,12703,east,67742
1169,8157,east,55667
1170,8333,east,55960
1171,14958,east,72840
1172,18453,east,80510
1173,12441,east,67384
1174,9377,east,60203
1175,12230,east,67060
1176,15215,east,73228
1177,9528,east,61490
1178,7812,east,55016
1179,16117,east,74741
1180,11554,east,65116
1181,13426,east,69675
1182,8166,east,55676
1183,17592,east,78837
1184,9200,east,59470
1185,15917,east,74461
1186,18392,east,80409
1187,12191,east,67006
1188,9713,east,62173
1189,16103,east,74719
1190,14783,east,72411
1191,17908,east,79568
1192,9694,east,62130
1193,12061,east,66671
1194,12264,east,67101
1195,9512,east,61437
1196,14337,east,71219
1197,10868,east,64105
1198,14002,east,70669
1199,13138,east,69108
1200,11699,east,65948
1201,11498,east,65021
1202,18405,east,80429
1203,8355,east,56006
1204,13349,east,69564
1205,11955,east,66531
1206,13883,east,70485
1207,12033,east,66629
1208,12795,east,67892
1209,8218,east,55752
1210,11906,east,66471
1211,18299,east,80261
1212,13569,east,69970
1213,17743,east,79215
1214,15234,east,73254
1215,8633,east,56564
1216,14928,east,72801
1217,15510,east,73727
1218,19093,east,81505
1219,10883,east,64121
1220,10606,east,63647
1221,8946,east,57053
1222,15781,east,74129
1223,9244,east,59645
1224,13026,east,68888
1225,16006,east,74585
1226,14829,east,72629
1227,17900,east,79549
1228,15692,east,73985
1229,13260,east,69330
1230,8732,east,56718
1231,13975,east,70614
1232,15959,east,74520
1233,8324,east,55948
1234,18282,east,80239
1235,18381,east,80393
1236,16197,east,74875
1237,12611,east,67616
1238,18812,east,81120
1239,11750,east,66100
1240,16241,east,74931
1241,13006,east,68863
1242,14218,east,71054
1243,19181,east,81676
1244,11422,east,64923
1245,18315,east,80287
1246,18578,east,80722
1247,8977,east,57137
1248,11646,east,65835
1249,9951,east,62483
1250,10777,east,63924
1251,9507,east,61430
1252,9390,east,60229
1253,9010,east,57225
1254,18801,east,81094
1255,17048,east,77264
1256,11150,east,64520
1257,13565,east,69966
1258,13886,east,70488
1259,16211,east,74889
1260,9723,east,62186
1261,14597,east,71642
1262,8523,east,56336
1263,18399,east,80420
1264,18778,east,81069
1265,16957,east,77017
1266,12797,east,67894
1267,11978,east,66559
1268,16179,east,74852
1269,12829,east,67929
1270,15990,east,74557
1271,13725,east,70194
1272,17979,east,79698
1273,10892,east,64130
1274,16514,east,75284
1275,16198,east,74876
1276,18785,east,81077
1277,10456,east,63440
1278,14691,east,72145
1279,17776,east,79266
1280,17054,east,77270
1281,13758,east,70245
1282,13194,east,69197
1283,19137,east,81603
1284,11294,east,64717
1285,9268,east,59772
1286,18927,east,81292
1287,12601,east,67605
1288,18708,east,80954
1289,15931,east,74485
1290,15956,east,74517
1291,12554,east,67537
1292,10692,east,63790
1293,14777,east,72397
1294,12614,east,67619
1295,17849,east,79457
1296,18838,east,81163
1297,10338,east,63223
1298,11694,east,65936
1299,12486,east,67446
1300,13181,east,69180
1301,10932,east,64220
1302,11407,east,64904
1303,12811,east,67908
1304,15210,east,73223
1305,9025,east,57291
1306,14003,east,70670
1307,9414,east,61121
1308,9954,east,62486
1309,16381,east,75106
1310,12014,east,66608
1311,18861,east,81206
1312,9359,east,60160
1313,18017,east,79771
1314,16191,east,74868
1315,11382,east,64873
1316,16463,east,75225
1317,18285,east,80244
1318,12298,east,67145
1319,17460,east,78627
1320,12717,east,67770
1321,11334,east,64787
1322,17231,east,77611
1323,10340,east,63228
1324,8121,east,55613
1325,12973,east,68804
1326,17383,east,78496
1327,18970,east,81341
1328,15151,east,73128
1329,8352,east,56002
1330,18164,east,80030
1331,11502,east,65026
1332,8254,east,55829
1333,9461,east,61303
1334,14962,east,72844
1335,10506,east,63511
1336,16601,east,75428
1337,13563,east,69963
1338,14671,east,72111
1339,8241,east,55804
1340,13128,east,69094
1341,11353,east,64817
1342,10163,east,62762
1343,18700,east,80935
1344,17689,east,79062
1345,9307,east,60009
1346,17173,east,77513
1347,18345,east,80334
1348,8688,east,56643
1349,16082,east,74688
1350,8137,east,55642
1351,8775,east,56777
1352,13178,east,69177
1353,12971,east,68780
1354,8477,east,56243
1355,13605,east,70026
1356,7995,east,55434
1357,10253,east,62876
1358,18658,east,80851
1359,9351,east,60145
1360,8510,east,56308
