,dataset_index,machine,shot
229,5456,d3d,170298
230,3761,d3d,165089
231,950,d3d,158419
232,1930,d3d,160478
233,2589,d3d,161636
234,3638,d3d,164836
235,590,d3d,157662
236,3039,d3d,163168
237,7721,d3d,176877
238,2893,d3d,162943
239,3899,d3d,165446
240,6968,d3d,175059
241,2713,d3d,162416
242,6685,d3d,174527
243,685,d3d,157902
244,3532,d3d,164594
245,106,d3d,156621
246,3901,d3d,165448
247,3724,d3d,165031
248,5083,d3d,169343
249,5761,d3d,171147
250,4832,d3d,167551
251,2468,d3d,161472
252,1574,d3d,159656
253,5472,d3d,170325
254,2517,d3d,161529
255,3752,d3d,165071
256,7239,d3d,175700
257,6577,d3d,174201
258,5508,d3d,170391
259,257,d3d,156866
260,4067,d3d,165935
261,491,d3d,157402
262,123,d3d,156653
263,6844,d3d,174859
264,3980,d3d,165680
265,4249,d3d,166365
266,6203,d3d,173062
267,5443,d3d,170282
268,4969,d3d,168851
269,2880,d3d,162929
270,36,d3d,156418
271,4418,d3d,166695
272,1477,d3d,159443
273,3840,d3d,165308
274,7715,d3d,176848
275,1139,d3d,158779
276,7662,d3d,176738
277,5022,d3d,169083
278,6555,d3d,174169
279,5466,d3d,170316
280,1688,d3d,160055
281,1959,d3d,160526
282,1990,d3d,160578
283,1889,d3d,160414
284,4142,d3d,166091
285,6131,d3d,172459
286,1099,d3d,158699
287,2826,d3d,162796
288,1744,d3d,160150
289,2735,d3d,162525
290,4323,d3d,166490
291,1724,d3d,160112
292,2722,d3d,162504
293,704,d3d,157932
294,938,d3d,158403
295,6733,d3d,174631
296,1928,d3d,160476
297,5882,d3d,171544
298,2395,d3d,161354
299,6691,d3d,174548
300,6413,d3d,173821
301,2233,d3d,161086
302,4365,d3d,166566
303,3085,d3d,163253
304,1035,d3d,158601
305,7362,d3d,175944
306,4211,d3d,166284
307,1001,d3d,158515
308,3148,d3d,163446
309,5517,d3d,170403
310,4584,d3d,167229
311,5782,d3d,171213
312,2133,d3d,160905
313,2391,d3d,161350
314,7804,d3d,177059
315,2268,d3d,161139
316,5147,d3d,169496
317,282,d3d,156901
318,3388,d3d,164222
319,7578,d3d,176464
320,5715,d3d,170874
321,4858,d3d,167589
322,5049,d3d,169127
323,1937,d3d,160490
324,4191,d3d,166170
325,5769,d3d,171171
326,6906,d3d,174963
327,7550,d3d,176352
328,3043,d3d,163172
329,4317,d3d,166484
330,723,d3d,157963
331,2623,d3d,162209
332,5339,d3d,170069
333,5727,d3d,170889
334,640,d3d,157742
335,3005,d3d,163119
336,152,d3d,156701
337,422,d3d,157230
338,4019,d3d,165774
339,5114,d3d,169418
340,5858,d3d,171455
341,6561,d3d,174175
342,4860,d3d,167593
343,5401,d3d,170206
344,932,d3d,158391
345,4435,d3d,166725
346,6186,d3d,172981
347,1521,d3d,159555
348,1179,d3d,158888
349,6310,d3d,173409
350,4028,d3d,165862
351,2615,d3d,162174
352,2604,d3d,162163
353,4972,d3d,168869
354,2408,d3d,161382
355,4637,d3d,167294
356,1055,d3d,158633
357,6022,d3d,172000
358,4800,d3d,167503
359,4456,d3d,166791
360,5522,d3d,170409
361,4199,d3d,166185
362,1525,d3d,159559
363,4973,d3d,168870
364,6221,d3d,173116
365,7146,d3d,175522
366,7105,d3d,175442
367,6005,d3d,171976
368,4485,d3d,166849
369,1091,d3d,158691
370,2491,d3d,161501
371,6855,d3d,174870
372,742,d3d,157994
373,2887,d3d,162937
374,2804,d3d,162766
375,1721,d3d,160109
376,791,d3d,158104
377,995,d3d,158501
378,1787,d3d,160222
379,4487,d3d,166851
380,3399,d3d,164248
381,3927,d3d,165480
382,2177,d3d,160999
383,6652,d3d,174423
384,3479,d3d,164441
385,2808,d3d,162770
386,6016,d3d,171989
387,2103,d3d,160838
388,4294,d3d,166449
389,5933,d3d,171626
390,2110,d3d,160845
391,4601,d3d,167247
392,831,d3d,158159
393,1769,d3d,160203
394,326,d3d,157050
395,1662,d3d,160014
396,1224,d3d,158950
397,5016,d3d,169051
398,4357,d3d,166554
399,2711,d3d,162414
400,5145,d3d,169479
401,5963,d3d,171923
402,6928,d3d,175000
403,2289,d3d,161162
404,6258,d3d,173245
405,5185,d3d,169589
406,2888,d3d,162938
407,1869,d3d,160369
408,1666,d3d,160019
409,7244,d3d,175719
410,3386,d3d,164216
411,6725,d3d,174618
412,5730,d3d,170892
413,3064,d3d,163215
414,2714,d3d,162439
415,940,d3d,158405
416,720,d3d,157960
417,3451,d3d,164349
418,5427,d3d,170261
419,2276,d3d,161147
420,4655,d3d,167314
421,2323,d3d,161222
422,6586,d3d,174214
423,5138,d3d,169471
424,5786,d3d,171219
425,856,d3d,158190
426,5746,d3d,171114
427,692,d3d,157910
428,4901,d3d,168647
429,4152,d3d,166107
430,7643,d3d,176684
431,5156,d3d,169508
432,6758,d3d,174686
433,5074,d3d,169331
434,3570,d3d,164655
435,2928,d3d,162990
436,2104,d3d,160839
437,3258,d3d,163742
438,329,d3d,157053
439,4009,d3d,165763
440,6170,d3d,172529
441,2907,d3d,162965
442,747,d3d,158006
443,4384,d3d,166601
444,2396,d3d,161356
445,1394,d3d,159310
446,4539,d3d,166938
447,3505,d3d,164486
448,3407,d3d,164263
449,7352,d3d,175933
450,5826,d3d,171306
451,6978,d3d,175159
452,6166,d3d,172523
453,5467,d3d,170319
454,5338,d3d,170068
455,3860,d3d,165349
456,6762,d3d,174691
457,6017,d3d,171991
458,4855,d3d,167579
459,933,d3d,158392
460,1240,d3d,158967
461,4439,d3d,166730
462,6285,d3d,173314
463,1410,d3d,159340
464,6851,d3d,174866
465,1469,d3d,159430
466,1268,d3d,159002
467,7268,d3d,175780
468,1211,d3d,158931
469,2061,d3d,160775
470,884,d3d,158302
471,4248,d3d,166364
472,1296,d3d,159120
473,6711,d3d,174604
474,4337,d3d,166525
475,3956,d3d,165514
476,2904,d3d,162960
477,3501,d3d,164482
478,5034,d3d,169110
479,5976,d3d,171939
480,939,d3d,158404
481,4968,d3d,168850
482,6656,d3d,174436
483,6126,d3d,172451
484,2757,d3d,162695
485,1284,d3d,159019
486,4306,d3d,166463
487,6911,d3d,174968
488,7223,d3d,175676
489,2539,d3d,161562
490,706,d3d,157934
491,5915,d3d,171601
492,2933,d3d,162995
493,7050,d3d,175275
494,2028,d3d,160682
495,916,d3d,158370
496,4631,d3d,167284
497,2357,d3d,161265
498,3641,d3d,164840
499,1969,d3d,160552
500,6491,d3d,174053
501,1599,d3d,159724
502,6505,d3d,174083
503,5615,d3d,170715
504,6980,d3d,175161
505,4410,d3d,166674
506,6865,d3d,174883
507,3495,d3d,164476
508,771,d3d,158039
509,5898,d3d,171569
510,3340,d3d,164110
511,575,d3d,157559
512,1961,d3d,160528
513,7519,d3d,176289
514,2666,d3d,162277
515,5084,d3d,169344
516,7679,d3d,176757
517,7439,d3d,176055
518,924,d3d,158380
519,2027,d3d,160681
520,5989,d3d,171957
521,644,d3d,157748
522,7396,d3d,176000
523,2657,d3d,162261
524,6007,d3d,171978
525,1330,d3d,159186
526,1375,d3d,159291
527,3193,d3d,163503
528,1907,d3d,160450
529,2649,d3d,162252
530,2475,d3d,161479
531,6955,d3d,175043
532,6667,d3d,174502
533,5191,d3d,169595
534,4081,d3d,165955
535,7555,d3d,176366
536,4633,d3d,167286
537,3647,d3d,164847
538,5023,d3d,169084
539,6604,d3d,174250
540,2750,d3d,162544
541,6804,d3d,174783
542,2821,d3d,162788
543,6281,d3d,173297
544,2145,d3d,160919
545,1187,d3d,158902
546,2811,d3d,162778
547,2576,d3d,161615
548,4100,d3d,166028
549,7395,d3d,175999
550,2532,d3d,161555
551,556,d3d,157530
552,4457,d3d,166792
553,6571,d3d,174195
554,7787,d3d,176980
555,3087,d3d,163260
556,675,d3d,157857
557,5329,d3d,170049
558,7699,d3d,176806
559,7263,d3d,175743
560,5718,d3d,170877
561,3053,d3d,163182
562,4958,d3d,168802
563,1377,d3d,159293
564,395,d3d,157140
565,3800,d3d,165178
566,3429,d3d,164298
567,4260,d3d,166397
568,2875,d3d,162921
569,6559,d3d,174173
570,3012,d3d,163126
571,6032,d3d,172062
572,1209,d3d,158929
573,5568,d3d,170553
574,2801,d3d,162763
575,4563,d3d,167204
576,7228,d3d,175683
577,3026,d3d,163152
578,4179,d3d,166144
579,3686,d3d,164966
580,5977,d3d,171940
581,2918,d3d,162980
582,135,d3d,156668
583,2062,d3d,160776
584,5856,d3d,171453
585,7113,d3d,175475
586,4900,d3d,168646
587,6732,d3d,174630
588,3683,d3d,164958
589,3992,d3d,165721
590,267,d3d,156882
591,359,d3d,157098
592,2715,d3d,162453
593,3046,d3d,163175
594,2828,d3d,162798
595,1639,d3d,159829
596,3594,d3d,164705
597,1225,d3d,158951
598,7011,d3d,175210
599,3757,d3d,165080
600,2971,d3d,163047
601,1879,d3d,160404
602,1726,d3d,160114
603,6048,d3d,172188
604,7366,d3d,175958
605,5597,d3d,170608
606,3969,d3d,165552
607,1910,d3d,160453
608,6775,d3d,174705
609,4718,d3d,167400
610,5231,d3d,169847
611,7161,d3d,175540
612,6813,d3d,174817
613,6553,d3d,174164
614,1036,d3d,158602
615,476,d3d,157369
616,7750,d3d,176923
617,5460,d3d,170303
618,3885,d3d,165432
619,1381,d3d,159297
620,4737,d3d,167420
621,5791,d3d,171226
622,7253,d3d,175733
623,3772,d3d,165100
624,7584,d3d,176474
625,5521,d3d,170408
626,4064,d3d,165928
627,4218,d3d,166311
628,7559,d3d,176372
629,6450,d3d,173921
630,2989,d3d,163103
631,3289,d3d,163835
632,5699,d3d,170851
633,2664,d3d,162274
634,1111,d3d,158745
635,2864,d3d,162906
636,7607,d3d,176505
637,6836,d3d,174850
638,1863,d3d,160356
639,7659,d3d,176733
640,2514,d3d,161526
641,4147,d3d,166102
642,4931,d3d,168762
643,6621,d3d,174268
644,2947,d3d,163022
645,4696,d3d,167373
646,1382,d3d,159298
647,4007,d3d,165759
648,5739,d3d,171105
649,5940,d3d,171635
650,2945,d3d,163020
651,979,d3d,158476
652,1191,d3d,158906
653,6923,d3d,174994
654,7322,d3d,175895
655,3916,d3d,165467
656,632,d3d,157734
657,4158,d3d,166113
658,3101,d3d,163305
659,7067,d3d,175294
660,6875,d3d,174896
661,3786,d3d,165148
662,2895,d3d,162946
663,3671,d3d,164899
664,6996,d3d,175189
665,107,d3d,156623
666,1940,d3d,160493
667,854,d3d,158188
668,1159,d3d,158821
669,1532,d3d,159567
670,7174,d3d,175561
671,7749,d3d,176908
672,2229,d3d,161080
673,5130,d3d,169461
674,3988,d3d,165710
675,7365,d3d,175957
676,397,d3d,157150
677,5225,d3d,169646
678,3334,d3d,164104
679,4247,d3d,166363
680,2884,d3d,162934
681,2310,d3d,161199
682,1154,d3d,158816
683,4824,d3d,167536
684,4513,d3d,166900
685,2601,d3d,161648
686,6515,d3d,174096
687,6543,d3d,174145
688,970,d3d,158454
689,4589,d3d,167234
690,6731,d3d,174629
691,3579,d3d,164666
692,2131,d3d,160903
693,528,d3d,157485
694,7588,d3d,176486
695,863,d3d,158197
696,1301,d3d,159125
697,20,d3d,156370
698,1561,d3d,159641
699,5163,d3d,169530
700,5816,d3d,171289
701,1003,d3d,158518
702,925,d3d,158381
703,6056,d3d,172203
704,2509,d3d,161520
705,6404,d3d,173806
706,1485,d3d,159455
707,7542,d3d,176332
708,4540,d3d,166939
709,3144,d3d,163442
710,1557,d3d,159637
711,2582,d3d,161627
712,3619,d3d,164803
713,2701,d3d,162404
714,115,d3d,156644
715,1548,d3d,159601
716,6714,d3d,174607
717,934,d3d,158393
718,967,d3d,158446
719,2030,d3d,160684
720,4125,d3d,166065
721,2196,d3d,161027
722,625,d3d,157727
723,4432,d3d,166721
724,5230,d3d,169846
725,6877,d3d,174899
726,7287,d3d,175828
727,2254,d3d,161115
728,2047,d3d,160707
729,646,d3d,157750
730,6250,d3d,173233
731,7415,d3d,176024
732,4368,d3d,166569
733,2179,d3d,161002
734,851,d3d,158185
735,5546,d3d,170445
736,760,d3d,158021
737,948,d3d,158416
738,4450,d3d,166783
739,3827,d3d,165288
740,7681,d3d,176760
741,6668,d3d,174503
742,2494,d3d,161505
743,5007,d3d,168991
744,2843,d3d,162869
745,3717,d3d,165024
746,311,d3d,156948
747,6052,d3d,172193
748,536,d3d,157499
749,6863,d3d,174880
750,4550,d3d,167190
751,57,d3d,156503
752,4667,d3d,167332
753,4354,d3d,166551
754,1631,d3d,159807
755,613,d3d,157707
756,2920,d3d,162982
757,4308,d3d,166465
758,7120,d3d,175484
759,222,d3d,156818
760,5464,d3d,170314
761,5749,d3d,171127
762,6271,d3d,173287
763,194,d3d,156773
764,6830,d3d,174834
765,504,d3d,157416
766,2585,d3d,161630
767,1867,d3d,160365
768,4135,d3d,166081
769,3414,d3d,164270
770,4871,d3d,167610
771,5970,d3d,171933
772,6707,d3d,174596
773,6933,d3d,175010
774,3200,d3d,163510
775,2909,d3d,162967
776,7680,d3d,176758
777,47,d3d,156465
778,5921,d3d,171607
779,3893,d3d,165440
780,6520,d3d,174105
781,7464,d3d,176188
782,2972,d3d,163048
783,6289,d3d,173320
784,42,d3d,156424
785,487,d3d,157398
786,6991,d3d,175176
787,2858,d3d,162894
788,2086,d3d,160813
789,544,d3d,157507
790,894,d3d,158313
791,7167,d3d,175552
792,1205,d3d,158924
793,1540,d3d,159589
794,4446,d3d,166740
795,1533,d3d,159569
796,5440,d3d,170279
797,4052,d3d,165894
798,6712,d3d,174605
799,86,d3d,156557
800,4619,d3d,167268
801,5493,d3d,170363
802,3859,d3d,165346
803,1220,d3d,158940
804,4302,d3d,166457
805,165,d3d,156716
806,7645,d3d,176688
807,1305,d3d,159129
808,637,d3d,157739
809,7285,d3d,175826
810,926,d3d,158382
811,1320,d3d,159175
812,6747,d3d,174662
813,6284,d3d,173313
814,7293,d3d,175834
815,1081,d3d,158681
816,7579,d3d,176467
817,4184,d3d,166151
818,2040,d3d,160694
819,1176,d3d,158885
820,420,d3d,157197
821,4316,d3d,166483
822,5261,d3d,169900
823,1202,d3d,158921
824,3117,d3d,163321
825,3303,d3d,164048
826,7623,d3d,176533
827,627,d3d,157729
828,273,d3d,156891
829,1478,d3d,159448
830,2453,d3d,161450
831,7140,d3d,175509
832,4891,d3d,168592
833,745,d3d,158002
834,5944,d3d,171651
835,7616,d3d,176523
836,5953,d3d,171694
837,6210,d3d,173072
838,2358,d3d,161266
839,3002,d3d,163116
840,65,d3d,156511
841,7437,d3d,176053
842,7769,d3d,176946
843,3233,d3d,163662
844,3998,d3d,165747
845,5280,d3d,169931
846,6960,d3d,175049
847,3290,d3d,164033
848,895,d3d,158314
849,3514,d3d,164559
850,5205,d3d,169618
851,654,d3d,157759
852,3296,d3d,164040
853,5598,d3d,170609
854,6937,d3d,175014
855,2168,d3d,160981
856,2095,d3d,160824
857,2332,d3d,161233
858,3818,d3d,165244
859,6632,d3d,174287
860,3358,d3d,164169
861,6232,d3d,173196
862,3174,d3d,163479
863,5449,d3d,170289
864,7592,d3d,176490
865,1149,d3d,158793
866,3435,d3d,164315
867,3920,d3d,165473
868,3291,d3d,164034
869,4050,d3d,165892
870,4131,d3d,166075
871,7492,d3d,176244
872,1846,d3d,160326
873,5565,d3d,170509
874,1987,d3d,160574
875,4167,d3d,166127
876,6807,d3d,174795
877,2164,d3d,160974
878,4828,d3d,167540
879,6330,d3d,173538
880,5251,d3d,169889
881,237,d3d,156845
882,6781,d3d,174711
883,4585,d3d,167230
884,5800,d3d,171258
885,1656,d3d,160001
886,5293,d3d,169973
887,2546,d3d,161574
888,4425,d3d,166703
889,2013,d3d,160654
890,2785,d3d,162742
891,7786,d3d,176979
892,696,d3d,157914
893,3016,d3d,163136
894,6854,d3d,174869
895,4189,d3d,166168
896,3171,d3d,163476
897,4548,d3d,166951
898,2261,d3d,161124
899,6159,d3d,172507
900,3871,d3d,165405
901,3202,d3d,163512
902,1244,d3d,158971
903,4136,d3d,166083
904,4112,d3d,166043
905,1814,d3d,160260
906,3339,d3d,164109
907,7206,d3d,175638
908,6489,d3d,174051
909,486,d3d,157391
910,1168,d3d,158830
911,479,d3d,157376
912,2390,d3d,161349
913,1248,d3d,158975
914,3964,d3d,165547
915,149,d3d,156698
916,3151,d3d,163449
917,3770,d3d,165098
918,5018,d3d,169067
919,6305,d3d,173400
920,427,d3d,157235
921,6545,d3d,174149
922,2148,d3d,160922
923,1452,d3d,159403
924,7351,d3d,175932
925,5410,d3d,170240
926,3446,d3d,164336
927,1493,d3d,159463
928,1027,d3d,158593
929,2266,d3d,161137
930,7398,d3d,176004
931,2185,d3d,161008
932,4496,d3d,166867
933,7779,d3d,176972
934,6338,d3d,173549
935,4479,d3d,166843
936,1949,d3d,160508
937,3430,d3d,164304
938,7400,d3d,176007
939,1817,d3d,160269
940,648,d3d,157753
941,7797,d3d,177005
942,6793,d3d,174745
943,3022,d3d,163148
944,2083,d3d,160810
945,4293,d3d,166448
946,3833,d3d,165299
947,6439,d3d,173889
948,2720,d3d,162502
949,885,d3d,158303
950,272,d3d,156889
951,4603,d3d,167252
952,6238,d3d,173208
953,2200,d3d,161033
954,2399,d3d,161364
955,6593,d3d,174233
956,6059,d3d,172208
957,2402,d3d,161371
958,3457,d3d,164359
959,4648,d3d,167306
960,4586,d3d,167231
961,524,d3d,157481
962,4102,d3d,166031
963,3994,d3d,165729
964,6419,d3d,173845
965,6899,d3d,174933
966,4379,d3d,166595
967,2803,d3d,162765
968,7037,d3d,175252
969,4304,d3d,166460
970,7370,d3d,175962
971,4220,d3d,166313
972,6164,d3d,172521
973,7043,d3d,175268
974,1778,d3d,160213
975,405,d3d,157158
976,5304,d3d,169999
977,6710,d3d,174602
978,69,d3d,156515
979,7327,d3d,175900
980,4818,d3d,167530
981,7081,d3d,175349
982,7059,d3d,175285
983,5974,d3d,171937
984,5076,d3d,169334
985,5592,d3d,170603
986,5089,d3d,169353
987,7430,d3d,176044
988,7130,d3d,175498
989,5295,d3d,169976
990,4899,d3d,168632
991,2072,d3d,160792
992,5441,d3d,170280
993,4857,d3d,167586
994,6789,d3d,174738
995,3968,d3d,165551
996,4856,d3d,167580
997,1968,d3d,160546
998,3455,d3d,164356
999,4429,d3d,166718
1000,6958,d3d,175047
1001,5218,d3d,169633
1002,2565,d3d,161603
1003,4314,d3d,166481
1004,3837,d3d,165304
1005,1285,d3d,159020
1006,52,d3d,156474
1007,7418,d3d,176032
1008,3072,d3d,163225
1009,1836,d3d,160303
1010,2016,d3d,160660
1011,1583,d3d,159666
1012,1106,d3d,158706
1013,4599,d3d,167244
1014,1277,d3d,159012
1015,5222,d3d,169640
1016,1923,d3d,160470
1017,7561,d3d,176375
1018,6799,d3d,174752
1019,7538,d3d,176328
1020,6812,d3d,174816
1021,3552,d3d,164618
1022,1271,d3d,159006
1023,6542,d3d,174144
1024,3125,d3d,163331
1025,7541,d3d,176331
1026,4434,d3d,166724
1027,3107,d3d,163311
1028,1606,d3d,159732
1029,438,d3d,157258
1030,5750,d3d,171135
1031,562,d3d,157541
1032,604,d3d,157687
1033,6069,d3d,172225
1034,1420,d3d,159357
1035,209,d3d,156794
1036,7392,d3d,175995
1037,5818,d3d,171292
1038,3362,d3d,164173
1039,2813,d3d,162780
1040,1899,d3d,160441
1041,3676,d3d,164910
1042,7318,d3d,175889
1043,5758,d3d,171144
1044,3404,d3d,164253
1045,3247,d3d,163719
1046,4886,d3d,168534
1047,2312,d3d,161203
1048,4974,d3d,168871
1049,456,d3d,157276
1050,1212,d3d,158932
1051,6506,d3d,174084
1052,5113,d3d,169415
1053,4468,d3d,166817
1054,3326,d3d,164095
1055,1655,d3d,160000
1056,6597,d3d,174238
1057,7451,d3d,176100
1058,1676,d3d,160032
1059,1153,d3d,158811
1060,5092,d3d,169366
1061,4409,d3d,166673
1062,3400,d3d,164249
1063,7388,d3d,175986
1064,494,d3d,157406
1065,14,d3d,156364
1066,6327,d3d,173529
1067,450,d3d,157270
1068,354,d3d,157089
1069,3281,d3d,163825
1070,3260,d3d,163782
1071,4369,d3d,166571
1072,6575,d3d,174199
1073,4685,d3d,167357
1074,4195,d3d,166174
1075,6845,d3d,174860
1076,1346,d3d,159253
1077,1708,d3d,160080
1078,5362,d3d,170098
1079,1406,d3d,159331
1080,3682,d3d,164957
1081,5668,d3d,170804
1082,3983,d3d,165689
1083,2326,d3d,161225
1084,435,d3d,157248
1085,2789,d3d,162746
1086,383,d3d,157128
1087,1089,d3d,158689
1088,426,d3d,157234
1089,97,d3d,156611
1090,2839,d3d,162865
1091,1866,d3d,160362
1092,5171,d3d,169546
1093,3803,d3d,165181
1094,955,d3d,158425
1095,2558,d3d,161596
1096,2450,d3d,161447
1097,53,d3d,156475
1098,407,d3d,157166
1099,4533,d3d,166929
1100,6705,d3d,174593
1101,7637,d3d,176663
1102,1389,d3d,159305
1103,4044,d3d,165885
1104,6280,d3d,173296
1105,6178,d3d,172542
1106,1158,d3d,158820
1107,6834,d3d,174848
1108,2384,d3d,161328
1109,6481,d3d,173990
1110,628,d3d,157730
1111,3027,d3d,163153
1112,7686,d3d,176774
1113,819,d3d,158147
1114,2364,d3d,161280
1115,5920,d3d,171606
1116,740,d3d,157989
1117,4364,d3d,166565
1118,2182,d3d,161005
1119,2841,d3d,162867
1120,2296,d3d,161170
1121,6493,d3d,174058
1122,3549,d3d,164612
1123,1210,d3d,158930
1124,6641,d3d,174304
1125,4594,d3d,167239
1126,3700,d3d,164991
1127,4981,d3d,168931
1128,2368,d3d,161286
1129,3209,d3d,163521
1130,5167,d3d,169542
1131,3239,d3d,163708
1132,5307,d3d,170007
1133,7233,d3d,175692
1134,6350,d3d,173588
1135,6074,d3d,172303
1136,2605,d3d,162164
1137,6396,d3d,173776
1138,3308,d3d,164064
1139,5476,d3d,170330
1140,2774,d3d,162724
1141,6985,d3d,175166
1142,1853,d3d,160334
1143,5902,d3d,171575
1144,7281,d3d,175819
1145,5213,d3d,169628
1146,7739,d3d,176895
1147,7791,d3d,176991
1148,3051,d3d,163180
1149,6565,d3d,174187
1150,4315,d3d,166482
1151,3099,d3d,163297
1152,2153,d3d,160948
1153,7450,d3d,176098
1154,7290,d3d,175831
1155,4134,d3d,166080
1156,1579,d3d,159662
1157,6531,d3d,174126
1158,4219,d3d,166312
1159,7087,d3d,175356
1160,963,d3d,158434
1161,6332,d3d,173543
1162,1798,d3d,160244
