,dataset_index,machine,shot
88,21315,cmod,1160421025
89,21732,cmod,1160628011
90,21533,cmod,1160525002
91,22518,cmod,1160928009
92,19261,cmod,1120613031
93,21899,cmod,1160718009
94,20824,cmod,1150819007
95,22202,cmod,1160824010
96,22133,cmod,1160811028
97,21502,cmod,1160517002
98,19526,cmod,1140402029
99,20967,cmod,1150916015
100,20658,cmod,1150730027
101,20238,cmod,1150522013
102,20259,cmod,1150529015
103,20068,cmod,1140808028
104,20924,cmod,1150903026
105,22312,cmod,1160908003
106,20408,cmod,1150625022
107,21343,cmod,1160426011
108,21432,cmod,1160505018
109,21810,cmod,1160701019
110,20927,cmod,1150904004
111,19535,cmod,1140415014
112,20806,cmod,1150818006
113,22475,cmod,1160923019
114,20046,cmod,1140806031
115,21045,cmod,1150925004
116,19577,cmod,1140514011
117,21962,cmod,1160725028
118,22220,cmod,1160825016
119,19494,cmod,1140228009
120,22339,cmod,1160909010
121,21389,cmod,1160503017
122,19541,cmod,1140513002
123,19423,cmod,1140221010
124,20152,cmod,1150508001
125,20889,cmod,1150902010
126,19924,cmod,1140729004
127,19981,cmod,1140731026
128,19359,cmod,1120905014
129,20711,cmod,1150807016
130,22051,cmod,1160805003
131,19354,cmod,1120904009
132,22068,cmod,1160809002
133,19766,cmod,1140701001
134,20576,cmod,1150723004
135,19313,cmod,1120801010
136,20186,cmod,1150513005
137,22481,cmod,1160926019
138,20568,cmod,1150722024
139,22424,cmod,1160920020
140,19841,cmod,1140714023
141,20219,cmod,1150514026
142,21917,cmod,1160720019
143,20239,cmod,1150522014
144,22485,cmod,1160926026
145,21805,cmod,1160701012
146,19969,cmod,1140731014
147,21853,cmod,1160707014
148,21410,cmod,1160504015
149,22199,cmod,1160823013
150,21351,cmod,1160426019
151,19368,cmod,1120907018
152,20154,cmod,1150508003
153,19457,cmod,1140225025
154,20407,cmod,1150625021
155,20565,cmod,1150722021
156,22177,cmod,1160818017
157,19696,cmod,1140617005
158,19428,cmod,1140224007
159,20907,cmod,1150903002
160,22102,cmod,1160810009
161,20393,cmod,1150623028
162,20271,cmod,1150529028
163,20348,cmod,1150618005
164,20863,cmod,1150827013
165,21232,cmod,1160414019
166,20799,cmod,1150814027
167,21566,cmod,1160527004
168,19232,cmod,1120216019
169,20222,cmod,1150515004
170,21199,cmod,1160413014
171,22204,cmod,1160824019
172,22213,cmod,1160825009
173,21829,cmod,1160706009
174,20580,cmod,1150723008
175,19865,cmod,1140715025
176,19465,cmod,1140226031
177,21973,cmod,1160728004
178,19296,cmod,1120718011
179,22007,cmod,1160803019
180,19603,cmod,1140515006
181,21922,cmod,1160720024
182,22486,cmod,1160926028
183,20703,cmod,1150807007
184,22372,cmod,1160914005
185,22463,cmod,1160922022
186,21043,cmod,1150925002
187,19467,cmod,1140226034
188,21377,cmod,1160503004
189,21122,cmod,1151001012
190,22149,cmod,1160816017
191,19511,cmod,1140328012
192,19972,cmod,1140731017
193,20162,cmod,1150508011
194,19264,cmod,1120615018
195,20198,cmod,1150514001
196,21671,cmod,1160617022
197,20713,cmod,1150807018
198,19456,cmod,1140225024
199,20192,cmod,1150513015
200,20384,cmod,1150623019
201,21065,cmod,1150928016
202,22072,cmod,1160809006
203,19794,cmod,1140702007
204,22454,cmod,1160922010
205,20551,cmod,1150722005
206,19929,cmod,1140729013
207,22555,cmod,1160930042
208,20851,cmod,1150826021
209,21269,cmod,1160419014
210,20131,cmod,1140826004
211,20237,cmod,1150522012
212,20383,cmod,1150623018
213,20614,cmod,1150728007
214,20038,cmod,1140806022
215,22196,cmod,1160823010
216,21395,cmod,1160503027
217,19665,cmod,1140523032
218,22391,cmod,1160915014
219,21193,cmod,1160413002
220,21727,cmod,1160628006
221,20283,cmod,1150604017
222,19367,cmod,1120907017
223,22003,cmod,1160729009
224,21933,cmod,1160721011
225,22402,cmod,1160915026
226,21659,cmod,1160617005
227,22379,cmod,1160914022
228,22511,cmod,1160927027
229,19935,cmod,1140729023
230,22310,cmod,1160907015
231,22015,cmod,1160803027
232,21870,cmod,1160708019
233,21543,cmod,1160526004
234,21392,cmod,1160503023
235,22363,cmod,1160913023
236,21425,cmod,1160505011
237,20794,cmod,1150814022
238,21052,cmod,1150928002
239,21963,cmod,1160725029
240,20505,cmod,1150716013
241,22398,cmod,1160915022
242,19353,cmod,1120831017
243,21645,cmod,1160616010
244,22487,cmod,1160926029
245,20979,cmod,1150916029
246,20471,cmod,1150714010
247,19727,cmod,1140618019
248,20337,cmod,1150617009
249,20886,cmod,1150902007
250,19951,cmod,1140730018
251,20921,cmod,1150903023
252,22104,cmod,1160810011
253,20441,cmod,1150708021
254,21018,cmod,1150923003
255,21120,cmod,1151001010
256,19513,cmod,1140328016
257,20683,cmod,1150804013
258,21237,cmod,1160414026
259,21758,cmod,1160629016
260,20433,cmod,1150708004
261,21592,cmod,1160608010
262,22343,cmod,1160909025
263,21105,cmod,1150930009
264,19621,cmod,1140521007
265,20294,cmod,1150610008
266,21542,cmod,1160526003
267,20637,cmod,1150730005
268,19932,cmod,1140729019
269,19211,cmod,1120125008
270,22126,cmod,1160811020
271,21530,cmod,1160518027
272,19656,cmod,1140523015
273,22527,cmod,1160929014
274,20982,cmod,1150916032
275,20164,cmod,1150508013
276,19687,cmod,1140613004
277,19331,cmod,1120828015
278,21385,cmod,1160503013
279,21003,cmod,1150922013
280,22071,cmod,1160809005
281,20630,cmod,1150729008
282,22257,cmod,1160830004
283,19862,cmod,1140715016
284,22030,cmod,1160804011
285,19376,cmod,1120913027
286,21465,cmod,1160511012
287,19899,cmod,1140723019
288,20593,cmod,1150723027
289,21594,cmod,1160608012
290,21272,cmod,1160419025
291,22530,cmod,1160930004
292,22325,cmod,1160908019
293,22258,cmod,1160830005
294,20571,cmod,1150722027
295,20179,cmod,1150508028
296,19196,cmod,1120106022
297,21437,cmod,1160505024
298,21197,cmod,1160413012
299,22096,cmod,1160810002
300,20938,cmod,1150904015
301,20737,cmod,1150811017
302,19748,cmod,1140625013
303,20699,cmod,1150805009
304,20702,cmod,1150807006
305,20635,cmod,1150730003
306,21085,cmod,1150929003
307,21262,cmod,1160419004
308,21907,cmod,1160720005
309,20005,cmod,1140801015
310,22493,cmod,1160926038
311,22040,cmod,1160804021
312,22360,cmod,1160913017
313,19509,cmod,1140327020
314,22471,cmod,1160923009
315,21106,cmod,1150930010
316,20853,cmod,1150826023
317,21638,cmod,1160616002
318,20539,cmod,1150721006
319,19627,cmod,1140521013
320,21072,cmod,1150928023
321,19817,cmod,1140711012
322,20672,cmod,1150731021
323,19819,cmod,1140711014
324,22113,cmod,1160811002
325,21991,cmod,1160728024
326,19346,cmod,1120830024
327,21790,cmod,1160630026
328,22330,cmod,1160908025
329,20367,cmod,1150618034
330,19418,cmod,1140220021
331,21375,cmod,1160503001
332,20592,cmod,1150723026
333,21923,cmod,1160721001
334,19800,cmod,1140702016
335,21253,cmod,1160415014
336,22539,cmod,1160930015
337,20867,cmod,1150901006
338,19379,cmod,1120914032
339,21060,cmod,1150928011
340,19775,cmod,1140701017
341,19711,cmod,1140617023
342,21424,cmod,1160505010
343,20988,cmod,1150918013
344,20058,cmod,1140807013
345,20640,cmod,1150730009
346,20118,cmod,1140821003
347,21048,cmod,1150925007
348,20437,cmod,1150708017
349,22168,cmod,1160818008
350,20797,cmod,1150814025
351,21119,cmod,1151001009
352,22184,cmod,1160818024
353,19813,cmod,1140702033
354,22012,cmod,1160803024
355,20948,cmod,1150904026
356,20413,cmod,1150625028
357,22016,cmod,1160803028
358,19667,cmod,1140605020
359,19483,cmod,1140227024
360,19768,cmod,1140701003
361,20468,cmod,1150714007
362,19602,cmod,1140515005
363,20054,cmod,1140807009
364,21064,cmod,1150928015
365,19885,cmod,1140723003
366,22207,cmod,1160825002
367,21182,cmod,1160412003
368,21661,cmod,1160617007
369,20351,cmod,1150618008
370,19201,cmod,1120118006
371,22114,cmod,1160811003
372,19754,cmod,1140625019
373,20787,cmod,1150814003
374,22014,cmod,1160803026
375,21324,cmod,1160422008
376,22314,cmod,1160908005
377,22022,cmod,1160804003
378,19596,cmod,1140514030
379,19286,cmod,1120706025
380,19782,cmod,1140701024
381,21636,cmod,1160615026
382,21094,cmod,1150929014
383,21330,cmod,1160422014
384,21610,cmod,1160609018
385,22112,cmod,1160810019
386,20712,cmod,1150807017
387,21487,cmod,1160512023
388,20004,cmod,1140801013
389,20792,cmod,1150814015
390,21559,cmod,1160526022
391,22151,cmod,1160816019
392,21057,cmod,1150928008
393,19707,cmod,1140617019
394,20178,cmod,1150508027
395,21383,cmod,1160503011
396,21854,cmod,1160707015
397,21701,cmod,1160621003
398,20819,cmod,1150818026
399,22468,cmod,1160922032
400,20035,cmod,1140806019
401,20473,cmod,1150714012
402,22357,cmod,1160913014
403,20207,cmod,1150514014
404,20693,cmod,1150805003
405,19324,cmod,1120824015
406,21757,cmod,1160629015
407,20245,cmod,1150522023
408,19394,cmod,1120927024
409,21220,cmod,1160414006
410,20101,cmod,1140819011
411,22552,cmod,1160930036
412,20739,cmod,1150811019
413,20306,cmod,1150612022
414,19304,cmod,1120727003
415,22017,cmod,1160803029
416,20360,cmod,1150618021
417,22255,cmod,1160826031
418,19834,cmod,1140714013
419,21301,cmod,1160420027
420,20600,cmod,1150724003
421,21740,cmod,1160628020
422,19746,cmod,1140625011
423,22428,cmod,1160920029
424,21304,cmod,1160420031
425,21966,cmod,1160727005
426,19390,cmod,1120927013
427,21516,cmod,1160518013
428,21832,cmod,1160706016
429,21808,cmod,1160701015
430,21468,cmod,1160511015
431,19341,cmod,1120829024
432,19300,cmod,1120720014
433,21322,cmod,1160422003
434,21684,cmod,1160620007
435,19936,cmod,1140729024
436,20968,cmod,1150916017
437,20540,cmod,1150721007
438,21523,cmod,1160518020
439,22352,cmod,1160913009
440,22148,cmod,1160816015
441,20909,cmod,1150903004
442,20451,cmod,1150709007
443,19948,cmod,1140730014
444,20103,cmod,1140819017
445,22296,cmod,1160831024
446,19680,cmod,1140610012
447,21198,cmod,1160413013
448,22394,cmod,1160915018
449,21765,cmod,1160629029
450,21619,cmod,1160615007
451,21639,cmod,1160616003
452,21068,cmod,1150928019
453,21968,cmod,1160727007
454,20878,cmod,1150901022
455,22169,cmod,1160818009
456,20803,cmod,1150818003
457,20926,cmod,1150904002
458,19931,cmod,1140729018
459,19997,cmod,1140801006
460,20187,cmod,1150513006
461,21988,cmod,1160728021
462,22289,cmod,1160831014
463,22166,cmod,1160818001
464,21520,cmod,1160518017
465,22000,cmod,1160729006
466,21355,cmod,1160426023
467,21871,cmod,1160708020
468,21341,cmod,1160426009
469,19747,cmod,1140625012
470,21948,cmod,1160725005
471,21024,cmod,1150923012
472,22268,cmod,1160830016
473,19441,cmod,1140224028
474,19953,cmod,1140730020
475,20266,cmod,1150529023
476,19815,cmod,1140711010
477,21303,cmod,1160420030
478,20692,cmod,1150804028
479,20435,cmod,1150708012
480,19528,cmod,1140403021
481,21251,cmod,1160415011
482,21769,cmod,1160630003
483,20368,cmod,1150618037
484,20923,cmod,1150903025
485,22119,cmod,1160811008
486,21720,cmod,1160621026
487,19660,cmod,1140523022
488,19760,cmod,1140625025
489,19762,cmod,1140625027
490,19501,cmod,1140327008
491,21412,cmod,1160504017
492,19485,cmod,1140227029
493,21238,cmod,1160414027
494,19384,cmod,1120917017
495,21837,cmod,1160706027
496,19581,cmod,1140514015
497,19391,cmod,1120927014
498,21841,cmod,1160707002
499,21367,cmod,1160427005
500,20406,cmod,1150625009
501,19780,cmod,1140701022
502,19634,cmod,1140522001
503,19452,cmod,1140225014
504,20234,cmod,1150522008
505,22078,cmod,1160809012
506,21836,cmod,1160706026
507,21509,cmod,1160518006
508,21178,cmod,1160406019
509,19536,cmod,1140415018
510,22478,cmod,1160923023
511,22253,cmod,1160826024
512,20936,cmod,1150904013
513,19305,cmod,1120727006
514,19891,cmod,1140723010
515,20478,cmod,1150714019
516,19896,cmod,1140723016
517,19672,cmod,1140606028
518,21370,cmod,1160427021
519,20325,cmod,1150616021
520,20577,cmod,1150723005
521,20345,cmod,1150618001
522,21702,cmod,1160621005
523,22256,cmod,1160830003
524,20733,cmod,1150811013
525,19792,cmod,1140702005
526,21606,cmod,1160609010
527,22443,cmod,1160921022
528,19462,cmod,1140226028
529,20248,cmod,1150522029
530,22227,cmod,1160825023
531,20309,cmod,1150612029
532,20884,cmod,1150902005
533,20721,cmod,1150807027
534,21500,cmod,1160513017
535,20284,cmod,1150604018
536,19202,cmod,1120118008
537,19395,cmod,1120927033
538,22554,cmod,1160930039
539,21294,cmod,1160420018
540,20491,cmod,1150715003
541,20041,cmod,1140806026
542,20601,cmod,1150724004
543,19974,cmod,1140731019
544,21152,cmod,1160401009
545,20908,cmod,1150903003
546,22337,cmod,1160909007
547,19432,cmod,1140224011
548,22347,cmod,1160913004
549,22115,cmod,1160811004
550,21540,cmod,1160526001
551,19489,cmod,1140228004
552,21374,cmod,1160427030
553,20643,cmod,1150730012
554,22261,cmod,1160830008
555,20357,cmod,1150618015
556,19824,cmod,1140714001
557,21151,cmod,1160401008
558,20911,cmod,1150903006
559,21025,cmod,1150923013
560,22448,cmod,1160922004
561,20681,cmod,1150804011
562,21111,cmod,1151001001
563,19697,cmod,1140617006
564,21092,cmod,1150929012
565,22226,cmod,1160825022
566,20098,cmod,1140819005
567,21088,cmod,1150929006
568,22385,cmod,1160915008
569,21956,cmod,1160725019
570,22020,cmod,1160804001
571,20831,cmod,1150819016
572,21095,cmod,1150929015
573,20902,cmod,1150902024
574,20183,cmod,1150513002
575,19386,cmod,1120926033
576,21621,cmod,1160615009
577,22427,cmod,1160920028
578,20431,cmod,1150708002
579,20741,cmod,1150812006
580,20254,cmod,1150529007
581,19927,cmod,1140729011
582,22155,cmod,1160816026
583,21029,cmod,1150923017
584,22461,cmod,1160922018
585,21651,cmod,1160616016
586,20214,cmod,1150514021
587,19839,cmod,1140714021
588,21486,cmod,1160512016
589,21964,cmod,1160726017
590,20464,cmod,1150709033
591,19854,cmod,1140715008
592,22421,cmod,1160920017
593,20027,cmod,1140806006
594,21100,cmod,1150930004
595,21961,cmod,1160725027
596,21148,cmod,1160401003
597,21739,cmod,1160628018
598,21306,cmod,1160420033
599,22286,cmod,1160831011
600,22380,cmod,1160914023
601,20548,cmod,1150722001
602,20336,cmod,1150617008
603,19764,cmod,1140625029
604,22367,cmod,1160913028
605,22171,cmod,1160818011
606,20212,cmod,1150514019
607,21325,cmod,1160422009
608,21482,cmod,1160512009
609,20436,cmod,1150708014
610,22157,cmod,1160817002
611,20385,cmod,1150623020
612,20316,cmod,1150616005
613,20532,cmod,1150717025
614,22445,cmod,1160922001
615,19640,cmod,1140522007
616,20572,cmod,1150722028
617,19646,cmod,1140522016
618,20563,cmod,1150722019
619,20603,cmod,1150724006
620,21556,cmod,1160526018
621,21984,cmod,1160728017
622,21448,cmod,1160506013
623,21524,cmod,1160518021
624,22235,cmod,1160826003
625,21022,cmod,1150923010
626,21930,cmod,1160721008
627,22034,cmod,1160804015
628,21578,cmod,1160527018
629,20460,cmod,1150709028
630,21725,cmod,1160628004
631,20112,cmod,1140820006
632,22416,cmod,1160920010
633,19950,cmod,1140730017
634,19755,cmod,1140625020
635,21910,cmod,1160720009
636,19808,cmod,1140702028
637,21135,cmod,1151002003
638,21630,cmod,1160615020
639,20545,cmod,1150721019
640,22200,cmod,1160823019
641,19846,cmod,1140714031
642,20879,cmod,1150901023
643,20543,cmod,1150721011
644,20031,cmod,1140806010
645,19774,cmod,1140701012
646,20066,cmod,1140807026
647,19276,cmod,1120626008
648,22188,cmod,1160819009
649,21400,cmod,1160504002
650,19247,cmod,1120223019
651,21947,cmod,1160725004
652,20553,cmod,1150722007
653,19807,cmod,1140702027
654,19366,cmod,1120907004
655,21580,cmod,1160607005
656,19837,cmod,1140714018
657,20793,cmod,1150814018
658,20941,cmod,1150904018
659,21169,cmod,1160405002
660,20830,cmod,1150819015
661,22299,cmod,1160831028
662,19476,cmod,1140227017
663,21298,cmod,1160420022
664,21934,cmod,1160721012
665,20080,cmod,1140815009
666,22194,cmod,1160823007
667,21788,cmod,1160630024
668,20255,cmod,1150529008
669,22269,cmod,1160830017
670,21835,cmod,1160706022
671,20376,cmod,1150623008
672,21521,cmod,1160518018
673,19806,cmod,1140702026
674,21108,cmod,1150930012
675,22066,cmod,1160805019
676,20783,cmod,1150813027
677,20731,cmod,1150811011
678,20021,cmod,1140801031
679,20666,cmod,1150731012
680,20113,cmod,1140820012
681,20077,cmod,1140815003
682,22331,cmod,1160908026
683,19878,cmod,1140722012
684,21283,cmod,1160420007
685,22028,cmod,1160804009
686,21763,cmod,1160629023
687,20856,cmod,1150826027
688,19377,cmod,1120914018
689,21852,cmod,1160707013
690,21967,cmod,1160727006
691,21170,cmod,1160405003
692,20788,cmod,1150814004
693,21909,cmod,1160720007
694,19403,cmod,1121002025
695,21195,cmod,1160413007
696,20758,cmod,1150813002
697,22125,cmod,1160811019
698,22524,cmod,1160929008
699,19729,cmod,1140618021
700,21230,cmod,1160414017
701,20200,cmod,1150514006
702,20157,cmod,1150508006
703,19735,cmod,1140619005
704,19481,cmod,1140227022
705,19863,cmod,1140715022
706,22453,cmod,1160922009
707,19480,cmod,1140227021
708,20009,cmod,1140801019
709,21953,cmod,1160725011
710,21031,cmod,1150923020
711,20253,cmod,1150529003
712,21168,cmod,1160405001
713,22513,cmod,1160927030
714,20057,cmod,1140807012
715,19216,cmod,1120207010
716,19279,cmod,1120626021
717,19791,cmod,1140702004
718,20673,cmod,1150804002
719,21156,cmod,1160401014
720,21114,cmod,1151001004
721,19570,cmod,1140514004
722,20256,cmod,1150529009
723,21131,cmod,1151001021
724,21656,cmod,1160616021
725,22542,cmod,1160930020
726,20030,cmod,1140806009
727,20346,cmod,1150618003
728,21778,cmod,1160630012
729,19783,cmod,1140701025
730,21316,cmod,1160421026
731,22386,cmod,1160915009
732,20409,cmod,1150625023
733,22457,cmod,1160922013
734,21369,cmod,1160427016
735,20257,cmod,1150529012
736,22549,cmod,1160930031
737,20352,cmod,1150618010
738,20126,cmod,1140821028
739,22037,cmod,1160804018
740,21086,cmod,1150929004
741,21270,cmod,1160419022
742,19272,cmod,1120621015
743,21555,cmod,1160526017
744,19562,cmod,1140513024
745,21798,cmod,1160701005
746,22070,cmod,1160809004
747,21302,cmod,1160420029
748,19994,cmod,1140801003
749,20778,cmod,1150813022
750,19669,cmod,1140605024
751,19533,cmod,1140415009
752,19662,cmod,1140523024
753,20993,cmod,1150918018
754,21054,cmod,1150928004
755,20167,cmod,1150508016
756,20513,cmod,1150717004
757,20000,cmod,1140801009
758,20015,cmod,1140801025
759,21081,cmod,1150928032
760,20607,cmod,1150724019
761,20317,cmod,1150616011
762,21635,cmod,1160615025
763,19731,cmod,1140618024
764,21070,cmod,1150928021
765,21332,cmod,1160422016
766,19245,cmod,1120223012
767,21485,cmod,1160512015
768,20488,cmod,1150714030
769,20235,cmod,1150522009
770,21296,cmod,1160420020
771,20880,cmod,1150901024
772,21456,cmod,1160506023
773,21539,cmod,1160525031
774,20211,cmod,1150514018
775,22519,cmod,1160929001
776,21323,cmod,1160422007
777,21816,cmod,1160701025
778,22355,cmod,1160913012
779,22473,cmod,1160923016
780,19433,cmod,1140224012
781,21803,cmod,1160701010
782,20006,cmod,1140801016
783,21936,cmod,1160722002
784,22167,cmod,1160818007
785,21773,cmod,1160630007
786,19598,cmod,1140514032
787,19448,cmod,1140225010
788,19698,cmod,1140617007
789,22431,cmod,1160921003
790,20989,cmod,1150918014
791,19825,cmod,1140714002
792,19549,cmod,1140513011
793,19277,cmod,1120626017
794,20610,cmod,1150724030
795,20820,cmod,1150819002
796,22545,cmod,1160930025
797,19554,cmod,1140513016
798,21718,cmod,1160621024
799,21415,cmod,1160504020
800,19238,cmod,1120221007
801,19944,cmod,1140730008
802,21954,cmod,1160725017
803,20925,cmod,1150904001
804,20873,cmod,1150901015
805,19717,cmod,1140618006
806,20530,cmod,1150717023
807,19369,cmod,1120907020
808,20286,cmod,1150604020
809,20826,cmod,1150819010
810,21457,cmod,1160506024
811,22137,cmod,1160816004
812,22140,cmod,1160816007
813,19926,cmod,1140729007
814,21360,cmod,1160426028
815,20957,cmod,1150911024
816,19392,cmod,1120927020
817,20499,cmod,1150716006
818,21693,cmod,1160620017
819,19649,cmod,1140522019
820,19246,cmod,1120223017
821,22110,cmod,1160810017
822,20782,cmod,1150813026
823,19958,cmod,1140730028
824,22001,cmod,1160729007
825,20718,cmod,1150807024
826,22105,cmod,1160810012
827,20432,cmod,1150708003
828,20229,cmod,1150520009
829,20170,cmod,1150508019
830,22321,cmod,1160908014
831,20904,cmod,1150902026
832,21590,cmod,1160608008
833,20951,cmod,1150911017
834,21697,cmod,1160620022
835,20929,cmod,1150904006
836,20313,cmod,1150616002
837,20109,cmod,1140819034
838,21642,cmod,1160616007
839,19737,cmod,1140619009
840,20609,cmod,1150724027
841,21280,cmod,1160420004
842,21631,cmod,1160615021
843,22082,cmod,1160809017
844,22206,cmod,1160824024
845,21728,cmod,1160628007
846,19546,cmod,1140513008
847,22186,cmod,1160819007
848,20978,cmod,1150916028
849,20482,cmod,1150714024
850,19978,cmod,1140731023
851,20555,cmod,1150722009
852,21481,cmod,1160512008
853,20260,cmod,1150529017
854,22251,cmod,1160826021
855,20791,cmod,1150814009
856,19427,cmod,1140224004
857,21780,cmod,1160630014
858,22548,cmod,1160930030
859,19303,cmod,1120725001
860,21746,cmod,1160629003
861,20740,cmod,1150811021
862,19996,cmod,1140801005
863,20165,cmod,1150508014
864,20620,cmod,1150728019
865,21614,cmod,1160615002
866,19477,cmod,1140227018
867,22369,cmod,1160914002
868,20097,cmod,1140819004
869,19242,cmod,1120222014
870,20510,cmod,1150716019
871,19933,cmod,1140729020
872,21812,cmod,1160701021
873,20076,cmod,1140815002
874,20359,cmod,1150618019
875,21672,cmod,1160617027
876,22477,cmod,1160923022
877,20984,cmod,1150916034
878,20394,cmod,1150623029
879,21974,cmod,1160728006
880,20955,cmod,1150911022
881,19833,cmod,1140714011
882,21477,cmod,1160512004
883,22553,cmod,1160930038
884,19319,cmod,1120807003
885,19538,cmod,1140415022
886,21786,cmod,1160630021
887,19364,cmod,1120906008
888,21297,cmod,1160420021
889,20193,cmod,1150513016
890,20364,cmod,1150618030
891,19614,cmod,1140515022
892,19779,cmod,1140701021
893,21941,cmod,1160722007
894,19415,cmod,1140220015
895,20278,cmod,1150604010
896,21463,cmod,1160511010
897,22419,cmod,1160920014
898,20104,cmod,1140819023
899,20920,cmod,1150903022
900,20477,cmod,1150714018
901,21799,cmod,1160701006
902,21368,cmod,1160427011
903,22489,cmod,1160926033
904,20839,cmod,1150819024
905,21823,cmod,1160706001
906,22052,cmod,1160805004
907,21186,cmod,1160412009
908,19291,cmod,1120713020
909,21893,cmod,1160718001
910,19706,cmod,1140617017
911,19947,cmod,1140730013
912,20202,cmod,1150514008
913,22154,cmod,1160816025
914,21480,cmod,1160512007
915,22230,cmod,1160825027
916,21784,cmod,1160630019
917,20069,cmod,1140808030
918,19425,cmod,1140221016
919,19593,cmod,1140514027
920,19726,cmod,1140618018
921,20163,cmod,1150508012
922,21157,cmod,1160401015
923,22413,cmod,1160920005
924,21960,cmod,1160725026
925,21895,cmod,1160718003
926,19713,cmod,1140617026
927,20067,cmod,1140808027
928,21049,cmod,1150925014
929,22074,cmod,1160809008
930,22327,cmod,1160908021
931,21875,cmod,1160712001
932,19495,cmod,1140228010
933,20935,cmod,1150904012
934,20581,cmod,1150723009
935,21501,cmod,1160517001
936,21235,cmod,1160414024
937,22038,cmod,1160804019
938,19439,cmod,1140224025
939,20290,cmod,1150604024
940,19967,cmod,1140731012
941,21221,cmod,1160414008
942,22031,cmod,1160804012
943,22267,cmod,1160830015
944,20616,cmod,1150728010
945,22219,cmod,1160825015
946,20344,cmod,1150617017
947,20399,cmod,1150624008
948,20034,cmod,1140806013
949,21993,cmod,1160728026
950,21433,cmod,1160505020
951,19335,cmod,1120828034
952,20400,cmod,1150624009
953,21704,cmod,1160621008
954,20495,cmod,1150715015
955,20023,cmod,1140806001
956,19517,cmod,1140402009
957,19682,cmod,1140610014
958,21692,cmod,1160620016
959,21160,cmod,1160401020
960,20086,cmod,1140815019
961,20279,cmod,1150604012
962,20485,cmod,1150714027
963,20277,cmod,1150604007
964,19531,cmod,1140415001
965,19829,cmod,1140714006
966,20142,cmod,1140826017
967,20240,cmod,1150522015
968,19644,cmod,1140522014
969,21850,cmod,1160707011
970,21180,cmod,1160406021
971,21331,cmod,1160422015
972,21213,cmod,1160413034
973,22175,cmod,1160818015
974,21150,cmod,1160401007
975,19280,cmod,1120703011
976,19693,cmod,1140617002
977,20363,cmod,1150618028
978,21239,cmod,1160414028
979,20268,cmod,1150529025
980,22276,cmod,1160830024
981,19227,cmod,1120214003
982,20013,cmod,1140801023
983,20888,cmod,1150902009
984,22277,cmod,1160831001
985,21288,cmod,1160420012
986,21939,cmod,1160722005
987,20093,cmod,1140815029
988,20169,cmod,1150508018
989,20206,cmod,1150514013
990,20605,cmod,1150724008
991,21793,cmod,1160630029
992,19683,cmod,1140610016
993,21020,cmod,1150923005
994,20463,cmod,1150709032
995,21247,cmod,1160415004
996,19507,cmod,1140327018
997,20275,cmod,1150604004
